"名称","value","medium","name","classname"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"2","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"4","2,4-DB","PXs"
"2.4D丁酸",NA,"3","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4D丁酸",NA,"1","2,4-DB","PXs"
"2.4滴",0.352030015,"1","2,4-D","PXs"
"2.4滴",0.409090741,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",238.8257838,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",0.31863653,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",3.530963949,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",0.059074451,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",0.378967771,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",0.20612554,"1","2,4-D","PXs"
"2.4滴",0.076400155,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",1.428052679,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",5.581318622,"2","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",2.177034982,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",25.26914026,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",0.144046928,"2","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",0.327067774,"2","2,4-D","PXs"
"2.4滴",NA,"2","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",0.05549947,"1","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"1","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"3","2,4-D","PXs"
"2.4滴",NA,"4","2,4-D","PXs"
"2.4滴",0.75921213,"1","2,4-D","PXs"
"2.4滴",0.119863372,"2","2,4-D","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",1.352733744,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",0.145751734,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"2","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"3","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",NA,"4","MCPA","PXs"
"2甲4氯",NA,"1","MCPA","PXs"
"2甲4氯",0.185320147,"1","MCPA","PXs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",0.775247149,"2","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",0.737927972,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",0.918166732,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",0.872560754,"2","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",0.961994675,"2","Butachlor","CAs"
"丁草胺",NA,"2","Butachlor","CAs"
"丁草胺",NA,"1","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",0.894194418,"2","Butachlor","CAs"
"丁草胺",NA,"4","Butachlor","CAs"
"丁草胺",NA,"3","Butachlor","CAs"
